AHDI,1870.0,1880.0,1890.0,1900.0,1913.0,1925.0,1929.0,1933.0,1938.0,1950.0,1955.0,1960.0,1965.0,1970.0,1975.0,1980.0,1985.0,1990.0,1995.0,2000.0,2005.0,2010.0,2015.0,2020.0
Argentina,0.12420354809792035,0.13139248606869822,0.15096913142689872,0.16371031723608984,0.19978023116915752,0.2381803677707674,0.25231952173375755,0.22613788470552268,0.23912717840966127,0.27676219634123966,0.2722781814630046,0.3344311090678602,0.3380711659208507,0.25362488714807024,0.36530712579874053,0.23649506883024235,0.4600047665899788,0.45509736117408217,0.48064737834617827,0.49682706842310403,0.519608613490738,0.525761432641915,0.549498289499536,0.5808541814563672
Bahamas,,,,,,,,,,0.3065681561448237,0.3513103840495147,0.3639082840668791,0.395206029126597,0.4102825626512021,0.4083238940934411,0.4247735924499901,0.4590929048827047,0.4809794331788842,0.5033726320407615,0.5447711222237022,0.578972829120072,0.5958334489230639,0.5725027380475403,0.6174499025331054
Barbados,,,,,,,,,,0.24863863092367455,0.3134722129373826,0.35259633960430425,0.3778028677684699,0.43444251478653684,0.4473420061045393,0.47405263214789994,0.4924506453379327,0.4968711368326231,0.5108355808740848,0.5174611013472055,0.5346312817292788,0.5463487625278515,0.5723590054826291,0.5613617483413781
Belize,,,,,,,,,,0.2732957131058934,0.3096869883782053,0.3176508416298711,0.3373615895219669,0.34267944512051984,0.36376868852724287,0.37776463472902533,0.3941833982601934,0.4228964814833555,0.4459585689542717,0.47155495375438783,0.510354535365514,0.5474698810267234,0.5379932416675134,0.49294050662537336
Bolivia,0.04113585631725994,0.05407599472164297,0.06045328122071522,0.06592459113530726,0.08657551167393894,0.10774579576277901,0.11379040189872403,0.11248685242555533,0.11490253070398657,0.13180655060462887,0.14513651733053634,0.15367419117501402,0.127321207492867,0.12246374884324879,0.11617604550054803,0.14605350859689084,0.2826063081861861,0.3181507761618881,0.3486381432829912,0.3714046155426814,0.39245141013726964,0.37829984424387786,0.3801908392526203,0.3487315917505966
Brazil,0.06057862995508532,0.06390511729246699,0.06525514681524802,0.07343067051555799,0.08270764756641134,0.09492465387139354,0.09947110046814611,0.09352761839310887,0.09262003151154367,0.18481569180991717,0.20006556578989973,0.21587564593697267,0.162917641703961,0.1796554105603349,0.19015633486851796,0.23425713674422077,0.29662567105333865,0.4086676900985946,0.4340875364103766,0.45557761632142973,0.48502661086200705,0.5027090574515937,0.5013551220480417,0.45362890783985294
Chile,0.0800288381482575,0.08468255746531062,0.1058893974382248,0.11709781473494711,0.1356584356089408,0.13787326094529248,0.14316971618279353,0.19398236909180466,0.20759022054318096,0.2683785488295229,0.2762171792813539,0.3104946119588404,0.3344171511167651,0.35831534395537534,0.19821006929002893,0.22947519329346067,0.2475527367066062,0.48661086347145777,0.5563623741648372,0.5929230604595668,0.6226794902920081,0.6332750147962408,0.6382137811582798,0.6479909838967766
Colombia,0.0668720250512905,0.07726232940993201,0.07834517106968121,0.07277101193196764,0.10523050671790893,0.12902993499091164,0.13618517372875738,0.14441169328086276,0.15333453829339383,0.14357398563800514,0.17598488378306182,0.23088988161389426,0.2422148675127872,0.25428593284348194,0.28207082215862567,0.2906629953165162,0.3200902041369143,0.335076000431341,0.3800139049625622,0.39317586153391443,0.39657595443931376,0.44889697958902075,0.47118422819751593,0.47362316441465085
Costa Rica,,,,,0.1329078892635182,0.15411957036191712,0.16032235610274537,0.17202711926280223,0.18407331463711896,0.2576623151068357,0.29386671221684624,0.3062701322498195,0.32758653186398773,0.34101308115657797,0.37910032625782064,0.4111658266203892,0.4357768755765972,0.47003822103559634,0.4862974885882309,0.5081065566185977,0.5458894597234941,0.5677498350874306,0.5833818576530985,0.5879150112937093
Cuba,0.064243695065612,0.07097093546507527,0.08393666498530783,0.09360683908171279,0.1327209839560517,0.1591093905651304,0.15911575446329448,0.15855396005065286,0.180767644736994,0.24699018933274952,0.20585982128340874,0.16174082410142987,0.1598877671492556,0.17010033323774548,0.17998925509551758,0.215569133336826,0.22993712328620866,0.23880547201680022,0.25017568667218193,0.2704324836188359,0.29003792023847164,0.31924803355145903,0.35751726398411554,0.375941212421151
Dom. Rep,,,,,,,,,,0.09362579279774297,0.10249143105934463,0.10891182304938772,0.1538886015651553,0.1701801600215747,0.1821625642248756,0.2604212753548609,0.27690396312162163,0.2786835812308702,0.2896731925390621,0.33888762885305973,0.34990479662941837,0.3666153211942438,0.38065876448632524,0.4307783629611509
Ecuador,0.042686826475753815,0.05607849286262868,0.0670049676636245,0.08357500514610547,0.08615746306629002,0.09109452144136844,0.10075760858417286,0.10755844581788525,0.10022028885405196,0.18351214839076563,0.197479994626889,0.21028290940844566,0.16976960945107655,0.19767649781376026,0.19342709206142894,0.34367962113355865,0.35530615419864314,0.3903632789246858,0.4043240375684313,0.41954896103221084,0.4396614414410746,0.40870072225598053,0.40281543365198186,0.44588491134440766
El Salvador,,,,,0.07171252215693358,0.07574227663853295,0.07915664287726519,0.07138481361510758,0.07735280415700928,0.10791561446727332,0.12026868037053326,0.1275878802222819,0.14102310753274006,0.14898768080458985,0.15181009468244566,0.14417681268411947,0.18089916442569198,0.20125555169742348,0.284276675626956,0.3145259516562212,0.3336281672606009,0.3632187759351316,0.3868619029797034,0.37150575180947965
Guatemala,,,,,0.05814274873127291,0.06498955409356116,0.06648188151727098,0.06326135757988482,0.07168788838614605,0.14788641225429794,0.11035587221958205,0.12262565994911943,0.11719224287558595,0.13903777938333123,0.14712429728375426,0.15680946259030662,0.1659041570539978,0.24284734819812867,0.26764007446909927,0.31886278999136336,0.32608660822919633,0.3519403740491249,0.3834519976680742,0.358631904645933
Guyana,,,,,,,,,,0.19887474737928854,0.20328479970409863,0.23270495027191307,0.23997852350213925,0.2519931039238911,0.25994830429849414,0.2607371450751047,0.2624498233064742,0.28178879017019515,0.32492658777405026,0.3490325933032644,0.3677748321412825,0.38313776032552826,0.40301347972120666,0.40772730033514865
Haiti,,,,,,,,,,0.07775979132470208,0.09854121997537438,0.07612650984147125,0.07953373246598301,0.08489903892578216,0.09468808223138514,0.10329149095894638,0.1140412873010437,0.13967709266979733,0.19250090959967306,0.2084327396783759,0.16545545247588792,0.1897982810181836,0.23954419565528526,0.24188194680470862
Honduras,,,,,0.0804541186598165,0.09165662098742211,0.09779047429486559,0.09494793660656951,0.09269076808552744,0.12158237134113839,0.11614121652953721,0.12526810503016525,0.1288998547882044,0.14183199658671686,0.15046485550307387,0.178721391693679,0.24081299230612896,0.2666281153267084,0.2888911277255277,0.3052487272876722,0.3201391374671671,0.3024215897945745,0.3195243184027354,0.32440637829894087
Jamaica,0.06524329997724385,0.07421404226634007,0.09550588913534919,0.11373731564633495,0.12376122342005733,0.1330683810278091,0.14204414015447345,0.1431741885319578,0.15996589188329016,0.20431491060756954,0.25572057825578615,0.2974348907087763,0.32664348003524607,0.34412725415293155,0.36257700362124357,0.36830246524512816,0.3863154051642095,0.4175691394650778,0.42994668404585834,0.4446141629322663,0.4680995283976962,0.48678204557019245,0.5023832211164341,0.48793438872531675
Mexico,0.0541277444737115,0.051016619987507436,0.05661243411358792,0.059198748947547175,0.07448879702574941,0.10035460677177449,0.09573059871354743,0.10160864442258284,0.11081949719716891,0.15042853853967678,0.1719739366216155,0.1840887314402587,0.19817845247850943,0.21501086610543174,0.23108062818175235,0.25931464067248367,0.28402013845921537,0.31961265402683087,0.3691952768219082,0.4345009686279222,0.4662609399393389,0.454048093898941,0.4494719417058416,0.4346674723963298
Nicaragua,,,,,0.05780052283844358,0.06470883432459515,0.06993515854867506,0.06886532196956296,0.07086174351095631,0.08858678800552994,0.09810410605057808,0.10700840586449668,0.1167526020153814,0.12455512572624607,0.1354691669447603,0.1781299512138084,0.22555823538300449,0.29315353085246315,0.32819645415313153,0.32872382442120074,0.3385073977592421,0.31131685989697455,0.27973403687357923,0.22726451134951467
Panama,,,,,,,,,,0.19875087614526743,0.22496344296314805,0.24476063391408667,0.2523193316228668,0.21266456085038574,0.2357579227392394,0.2568122893409945,0.2665030852929024,0.365499708007788,0.45433196415811883,0.47331720932014737,0.4971775282099137,0.5118227082714735,0.5445266984962306,0.5520354837991079
Paraguay,,,,,,,,,,0.15825484313697152,0.1539014152046455,0.13654334619762568,0.15911862711258604,0.16694945360141303,0.17525132608355157,0.18804789715476955,0.1944054748101948,0.2936269439560557,0.3544832889484242,0.36143916704143064,0.3903445742483171,0.4202802451509105,0.41952898840841946,0.43498343073817797
